tick,sol,sensor.temperature,sensor.wind_speed,sensor.solar_irradiance,sensor.day_phase,sensor.dust,energy.generated,energy.solar_gen,energy.wind_gen,energy.nuclear_gen,energy.consumed,energy.delta,energy.battery,energy.predicted_delta,energy.slope,energy.level,event.active,energy.alert
136,5,-26.17628719842013,17.49272240359484,57.27196008163512,0.7500000000000002,0.5404147380657255,63.3,1.89,21.41,40.0,57.0,6.3,78.76,15.69,0.4277,HIGH,Sandstorm,Geração: 63.3 kW  Consumo: 57.0 kW  Saldo: +6.3 kW
137,5,-26.535881929077572,17.642691356299697,59.22278258951232,0.6294095225512603,0.5334956658786463,63.61,1.64,21.97,40.0,57.0,6.61,79.42,15.46,0.4113,HIGH,Sandstorm,Geração: 63.6 kW  Consumo: 57.0 kW  Saldo: +6.6 kW
138,5,-26.542787410219805,18.074334133631545,57.953429925549216,0.5,0.5428404190700271,64.89,1.27,23.62,40.0,57.0,7.89,80.21,15.24,0.3953,HIGH,Sandstorm,Geração: 64.9 kW  Consumo: 57.0 kW  Saldo: +7.9 kW
139,5,-26.91680585972882,18.348602558601232,54.57094272403109,0.3705904774487398,0.5243792634633088,65.6,0.89,24.71,40.0,57.0,8.6,81.07,15.09,0.3805,HIGH,Sandstorm,Geração: 65.6 kW  Consumo: 57.0 kW  Saldo: +8.6 kW
140,5,-26.51325775227932,18.052928434482197,56.18389472320922,0.2499999999999999,0.5168066257798625,64.15,0.62,23.53,40.0,57.0,7.15,81.79,14.94,0.3647,HIGH,Sandstorm,Geração: 64.2 kW  Consumo: 57.0 kW  Saldo: +7.2 kW
141,5,-26.246277469184154,18.331334675193137,57.76770547769311,0.14644660940672627,0.5011410387757584,65.01,0.37,24.64,40.0,57.0,8.01,82.59,14.62,0.3424,HIGH,Sandstorm,Geração: 65.0 kW  Consumo: 57.0 kW  Saldo: +8.0 kW
142,5,-26.292967621841925,18.769272235024097,57.582003360021055,0.06698729810778076,0.509275617780517,66.62,0.17,26.45,40.0,57.0,9.62,83.55,14.28,0.3181,HIGH,Sandstorm,Geração: 66.6 kW  Consumo: 57.0 kW  Saldo: +9.6 kW
143,5,-26.688151548293074,18.23524680846337,55.36761183886733,0.017037086855465844,0.5019783290137959,64.3,0.04,24.25,40.0,57.0,7.3,84.28,14.03,0.2949,HIGH,Sandstorm,Geração: 64.3 kW  Consumo: 57.0 kW  Saldo: +7.3 kW
144,6,-26.353232167961842,18.920894999961117,58.94541451977133,0.0,0.50754721472278,67.09,0.0,27.09,40.0,57.0,10.09,85.29,13.52,0.2634,HIGH,Sandstorm,Geração: 67.1 kW  Consumo: 57.0 kW  Saldo: +10.1 kW
145,6,-26.20604349924291,18.29610989014542,55.65342504524149,0.0170370868554659,0.5204561877966805,64.54,0.04,24.5,40.0,57.0,7.54,86.04,13.21,0.2372,HIGH,Sandstorm,Geração: 64.5 kW  Consumo: 57.0 kW  Saldo: +7.5 kW
146,6,-26.49248316726545,18.594193096520186,54.395946275211124,0.06698729810778065,0.5100284810237035,65.88,0.16,25.72,40.0,57.0,8.88,86.93,12.65,0.2034,HIGH,Sandstorm,Geração: 65.9 kW  Consumo: 57.0 kW  Saldo: +8.9 kW
147,6,-26.434186528973974,17.880238698789768,56.113458890852115,0.14644660940672627,0.49862856194469835,63.23,0.36,22.87,40.0,57.0,6.23,87.55,12.19,0.1728,HIGH,Sandstorm,Geração: 63.2 kW  Consumo: 57.0 kW  Saldo: +6.2 kW
148,6,-26.444444320403942,18.369420413417057,58.35894256940492,0.2499999999999999,0.4802917876888346,65.44,0.64,24.79,40.0,57.0,8.44,88.4,11.51,0.1365,HIGH,Sandstorm,Geração: 65.4 kW  Consumo: 57.0 kW  Saldo: +8.4 kW
149,6,-26.430146290169187,17.828360128589217,59.66969183425621,0.3705904774487397,0.49338269432025306,63.64,0.97,22.67,40.0,57.0,6.64,89.06,11.02,0.1061,HIGH,Sandstorm,Geração: 63.6 kW  Consumo: 57.0 kW  Saldo: +6.6 kW
150,6,-26.40151020239131,18.15473395409962,55.86194890523296,0.5,0.5042160716576948,65.16,1.23,23.93,40.0,57.0,8.16,89.88,10.39,0.0729,HIGH,Sandstorm,Geração: 65.2 kW  Consumo: 57.0 kW  Saldo: +8.2 kW
151,6,-26.336385939460484,18.738030581619167,53.15555350666134,0.6294095225512605,0.4846027223829398,67.79,1.47,26.32,40.0,57.0,10.79,90.96,9.94,0.0465,SURPLUS,Sandstorm,SUGESTÃO: armazenar energia excedente
152,6,-26.503987219148645,19.430288838988474,54.41085690877958,0.75,0.472175851444742,63.14,1.8,29.34,32.0,60.0,3.14,91.27,9.75,0.0303,SURPLUS,Sandstorm,SUGESTÃO: armazenar energia excedente
153,6,-26.2986118798204,20.37092192625005,52.926115013996075,0.8535533905932737,0.47371390224440435,67.8,1.99,33.81,32.0,60.0,7.8,92.05,8.97,-0.0017,SURPLUS,Sandstorm,SUGESTÃO: armazenar energia excedente
154,6,-25.967206128927344,20.120317322193586,56.01244141059024,0.9330127018922194,0.4689021484567503,66.88,2.3,32.58,32.0,55.0,11.88,93.24,8.63,-0.0193,SURPLUS,Sandstorm,SUGESTÃO: armazenar energia excedente
155,6,-26.08586268362898,20.74168655790436,52.74183912689487,0.9829629131445341,0.45733815017987695,69.97,2.28,35.69,32.0,55.0,14.97,94.73,8.66,-0.0242,SURPLUS,Sandstorm,SUGESTÃO: armazenar energia excedente
156,6,-25.59848227902977,19.983333436267174,50.49151756354557,1.0,0.43851035673976024,66.14,2.22,31.92,32.0,55.0,11.14,95.85,8.97,-0.0196,SURPLUS,,SUGESTÃO: armazenar energia excedente
157,6,-26.079926821736777,5.189030648703298,265.61398256426094,0.9829629131445341,0.056829503675568466,44.05,11.49,0.56,32.0,60.0,-15.95,94.25,8.98,-0.0232,SURPLUS,,SUGESTÃO: armazenar energia excedente
158,6,-25.894091883420593,4.418406189723393,249.99977599000962,0.9330127018922192,0.07391398177302588,42.61,10.26,0.35,32.0,60.0,-17.39,92.51,6.7,-0.0974,SURPLUS,,SUGESTÃO: armazenar energia excedente
159,6,-26.038792706590208,4.585204236074985,232.5006540672354,0.8535533905932737,0.06589641303187416,41.12,8.73,0.39,32.0,60.0,-18.88,90.63,4.33,-0.1748,SURPLUS,,SUGESTÃO: armazenar energia excedente
160,6,-26.460246244631968,4.391767981604988,216.20912790001216,0.7500000000000002,0.0643850310954824,39.47,7.13,0.34,32.0,60.0,-20.53,88.57,1.85,-0.2565,HIGH,,Operação nominal
161,6,-26.387814145726775,5.241202833310913,230.32345781759324,0.6294095225512603,0.08371371196452744,46.95,6.38,0.58,40.0,57.0,-10.05,87.57,-0.53,-0.3288,NOMINAL,,Operação nominal
162,6,-26.360401303284434,4.334732784159812,239.43352111504902,0.5,0.09673492901552891,45.59,5.27,0.33,40.0,57.0,-11.41,86.43,-1.97,-0.3722,NOMINAL,,Operação nominal
163,6,-26.59206877313902,4.0658397904438495,246.9770361080066,0.3705904774487398,0.0972084393328515,44.3,4.03,0.27,40.0,57.0,-12.7,85.16,-3.49,-0.4181,NOMINAL,,Operação nominal
164,6,-26.566922293819157,4.983418227557497,263.8067276261076,0.2499999999999999,0.10004961876752182,43.4,2.9,0.5,40.0,57.0,-13.6,83.8,-4.98,-0.4599,NOMINAL,,Operação nominal
165,6,-26.952782935268054,4.116605708064833,272.83648235116004,0.14644660940672627,0.11492102206720453,42.04,1.76,0.28,40.0,57.0,-14.96,82.3,-6.53,-0.5045,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
166,6,-26.811713323348336,3.907033521057703,283.98445076859065,0.06698729810778076,0.13098356986475349,41.08,0.84,0.24,40.0,42.0,-0.92,82.21,-8.15,-0.5504,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
167,6,-26.933839571384862,3.5479442670283596,277.26384296899,0.017037086855465844,0.14002952323415116,40.39,0.21,0.18,40.0,42.0,-1.61,82.05,-8.34,-0.5467,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
168,7,-27.37638882568143,4.357973096698716,273.18812645380785,0.0,0.13532169251858012,40.33,0.0,0.33,40.0,42.0,-1.67,81.88,-8.46,-0.5372,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
169,7,-26.989435463553217,4.25530280656571,263.69721116494424,0.0170370868554659,0.14764760735483998,40.51,0.2,0.31,40.0,42.0,-1.49,81.73,-8.74,-0.5384,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
170,7,-26.566463281605813,3.755962029327578,277.34000917084694,0.06698729810778065,0.14523774357172353,41.03,0.82,0.21,40.0,42.0,-0.97,81.64,-9.03,-0.5417,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
171,7,-26.538486192506568,3.152253141344108,259.07531603783144,0.14644660940672627,0.16513286631087232,41.79,1.67,0.13,40.0,42.0,-0.21,81.61,-9.14,-0.5353,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
172,7,-26.474008348269344,3.50787768733192,248.0464751788425,0.2499999999999999,0.16351645498636744,42.9,2.73,0.17,40.0,42.0,0.9,81.7,-9.0,-0.5168,LOW,,ALERTA: reduzir consumo — tendência negativa detectada
173,7,-26.22579829821326,3.22733778304224,258.35711794485024,0.3705904774487397,0.16535401704477565,44.35,4.21,0.13,40.0,42.0,2.35,81.94,-8.66,-0.4894,NOMINAL,,Geração: 44.4 kW  Consumo: 42.0 kW  Saldo: +2.4 kW
174,7,-26.157935983329164,2.5456384436305823,269.81584015993053,0.5,0.16045972160630437,45.94,5.94,0.0,40.0,47.0,-1.06,81.83,-8.24,-0.4618,NOMINAL,,Operação nominal
175,7,-26.364722685640437,2.125978211324914,288.67629275868325,0.6294095225512605,0.15952819790823747,47.99,7.99,0.0,40.0,47.0,0.99,81.93,-8.0,-0.4373,NOMINAL,,Geração: 48.0 kW  Consumo: 47.0 kW  Saldo: +1.0 kW
176,7,-26.74647397397411,2.9670532671631453,290.20163749882136,0.75,0.1659706457955907,49.58,9.58,0.0,40.0,47.0,2.58,82.19,-7.42,-0.3981,NOMINAL,,Geração: 49.6 kW  Consumo: 47.0 kW  Saldo: +2.6 kW
177,7,-26.32571038740305,2.1199325849203965,280.88751566456176,0.8535533905932737,0.16301529523201116,50.55,10.55,0.0,40.0,47.0,3.55,82.55,-6.66,-0.3531,NOMINAL,,Geração: 50.5 kW  Consumo: 47.0 kW  Saldo: +3.5 kW
178,7,-26.225206586501784,1.8751934616252173,270.3393855938454,0.9330127018922194,0.166011003099931,51.1,11.1,0.0,40.0,47.0,4.1,82.96,-5.89,-0.3111,NOMINAL,,Geração: 51.1 kW  Consumo: 47.0 kW  Saldo: +4.1 kW
179,7,-26.222560364511928,1.3482436344739304,271.5620661389969,0.9829629131445341,0.16499865872311065,51.75,11.75,0.0,40.0,47.0,4.75,83.43,-5.6,-0.2996,NOMINAL,,Geração: 51.8 kW  Consumo: 47.0 kW  Saldo: +4.8 kW
180,7,-26.035084175230477,1.9317307541804938,267.49315462214156,1.0,0.18045644795069732,51.77,11.77,0.0,40.0,47.0,4.77,83.91,-5.26,-0.2862,NOMINAL,,Geração: 51.8 kW  Consumo: 47.0 kW  Saldo: +4.8 kW
181,7,-26.121479086710945,1.8215359827555777,250.1159877545244,0.9829629131445341,0.18187089185531863,50.82,10.82,0.0,40.0,47.0,3.82,84.29,-4.92,-0.2732,NOMINAL,,Geração: 50.8 kW  Consumo: 47.0 kW  Saldo: +3.8 kW
182,7,-25.702135339907503,1.4597618640417869,242.36407011625403,0.9330127018922192,0.1867904621379435,49.95,9.95,0.0,40.0,47.0,2.95,84.58,-4.53,-0.2549,NOMINAL,,Geração: 50.0 kW  Consumo: 47.0 kW  Saldo: +3.0 kW
183,7,-25.59114172631831,0.6265844726431051,247.11189853650464,0.8535533905932737,0.19395081131203412,49.28,9.28,0.0,40.0,47.0,2.28,84.81,-4.05,-0.2289,NOMINAL,,Geração: 49.3 kW  Consumo: 47.0 kW  Saldo: +2.3 kW
184,7,-25.654416421977874,0.5602962226423689,236.14703992365835,0.7500000000000002,0.19617447890615278,47.79,7.79,0.0,40.0,47.0,0.79,84.89,-3.59,-0.2034,NOMINAL,,Geração: 47.8 kW  Consumo: 47.0 kW  Saldo: +0.8 kW
185,7,-25.497786431345677,0.0,237.7782906768483,0.6294095225512603,0.21406512053122398,46.59,6.59,0.0,40.0,47.0,-0.41,84.85,-3.42,-0.1919,NOMINAL,,Operação nominal
186,7,-25.936854836872115,0.0,231.58061130454138,0.5,0.2247720340217227,45.09,5.09,0.0,40.0,47.0,-1.91,84.66,-3.33,-0.182,NOMINAL,,Operação nominal
187,7,-26.103657287282985,0.04042850955481958,250.1634344377384,0.3705904774487398,0.22508420452667838,44.08,4.08,0.0,40.0,47.0,-2.92,84.37,-3.28,-0.1718,NOMINAL,,Operação nominal
188,7,-25.97808499462821,0.0,257.54075320477295,0.2499999999999999,0.21089916351314958,42.83,2.83,0.0,40.0,47.0,-4.17,83.95,-3.26,-0.1612,NOMINAL,,Operação nominal
189,7,-25.816764701817227,0.5986491914981911,252.40268019250624,0.14644660940672627,0.22016852280336047,41.63,1.63,0.0,40.0,47.0,-5.37,83.41,-3.38,-0.1564,NOMINAL,,Operação nominal
190,7,-26.222354936828424,0.10895945008077468,254.57830162846008,0.06698729810778076,0.2011673564859978,40.75,0.75,0.0,40.0,47.0,-6.25,82.79,-3.53,-0.1512,NOMINAL,,Operação nominal
191,7,-26.06224410103081,0.3126996019805699,266.1563844017279,0.017037086855465844,0.21845365379630088,40.2,0.2,0.0,40.0,47.0,-6.8,82.11,-3.65,-0.1424,NOMINAL,,Operação nominal
192,8,-25.97094785649556,0.0,281.5762930401055,0.0,0.2312456159662798,40.0,0.0,0.0,40.0,47.0,-7.0,81.41,-3.87,-0.1395,NOMINAL,,Operação nominal
193,8,-26.068268703555702,0.0,269.4035475353316,0.0170370868554659,0.2385935693380095,40.2,0.2,0.0,40.0,47.0,-6.8,80.73,-3.95,-0.1282,NOMINAL,,Operação nominal
194,8,-25.769782117450312,0.3187956801249352,265.48962951054926,0.06698729810778065,0.2582124055455981,40.78,0.78,0.0,40.0,47.0,-6.22,80.11,-4.08,-0.1213,NOMINAL,,Operação nominal
195,8,-25.451153094166845,0.6923386982649509,265.33913367745197,0.14644660940672627,0.277851435623897,41.71,1.71,0.0,40.0,47.0,-5.29,79.58,-4.06,-0.1078,NOMINAL,,Operação nominal
196,8,-25.411748535077116,0.0,265.34929628121233,0.2499999999999999,0.26961522099288915,42.92,2.92,0.0,40.0,47.0,-4.08,79.17,-4.04,-0.0973,NOMINAL,,Operação nominal
197,8,-25.14057280346414,0.17233405919048228,284.2432381645581,0.3705904774487397,0.2745039727641765,44.63,4.63,0.0,40.0,47.0,-2.37,78.93,-3.8,-0.0766,NOMINAL,,Operação nominal
198,8,-24.776592390212816,1.1444501117162995,286.8730487234042,0.5,0.2587735339591343,46.31,6.31,0.0,40.0,47.0,-0.69,78.86,-3.46,-0.055,NOMINAL,,Operação nominal
199,8,-24.811227037551973,1.8954768423253912,296.2127966535129,0.6294095225512605,0.27508545892388275,48.2,8.2,0.0,40.0,47.0,1.2,78.98,-2.88,-0.024,NOMINAL,,Geração: 48.2 kW  Consumo: 47.0 kW  Saldo: +1.2 kW
200,8,-24.72251967730626,2.0379387815818983,297.71640346409856,0.75,0.25586464329382536,49.82,9.82,0.0,40.0,47.0,2.82,79.27,-2.01,0.0197,NOMINAL,,Geração: 49.8 kW  Consumo: 47.0 kW  Saldo: +2.8 kW
201,8,-24.426425126456643,1.1505362483724944,303.5573918808908,0.8535533905932737,0.26101251980633083,51.4,11.4,0.0,40.0,47.0,4.4,79.71,-1.32,0.0482,NOMINAL,,Geração: 51.4 kW  Consumo: 47.0 kW  Saldo: +4.4 kW
202,8,-24.084679772501456,0.6360773801731481,321.20872512170564,0.9330127018922194,0.27740221643708196,53.19,13.19,0.0,40.0,47.0,6.19,80.32,-0.29,0.0932,NOMINAL,,Geração: 53.2 kW  Consumo: 47.0 kW  Saldo: +6.2 kW
203,8,-24.350038721548493,0.3534637111399339,333.5981678617672,0.9829629131445341,0.26961379428999593,54.43,14.43,0.0,40.0,47.0,7.43,81.07,1.08,0.154,HIGH,,Geração: 54.4 kW  Consumo: 47.0 kW  Saldo: +7.4 kW
204,8,-24.156379597184635,1.179023007490331,329.8666957592506,1.0,0.260589800137179,54.51,14.51,0.0,40.0,47.0,7.51,81.82,2.71,0.2268,HIGH,,Geração: 54.5 kW  Consumo: 47.0 kW  Saldo: +7.5 kW
205,8,-24.300031002153066,0.8376829361083808,318.71038042847727,0.9829629131445341,0.2526205909949377,53.78,13.78,0.0,40.0,47.0,6.78,82.5,4.19,0.2904,HIGH,,Geração: 53.8 kW  Consumo: 47.0 kW  Saldo: +6.8 kW
206,8,-24.783716536259327,0.47054181349389324,304.06961778249917,0.9330127018922192,0.2656272273446137,52.48,12.48,0.0,40.0,47.0,5.48,83.04,4.42,0.2805,HIGH,,Geração: 52.5 kW  Consumo: 47.0 kW  Saldo: +5.5 kW
207,8,-24.374833374551415,0.0,304.3763857473649,0.8535533905932737,0.2463261825045117,51.43,11.43,0.0,40.0,47.0,4.43,83.49,4.42,0.261,HIGH,,Geração: 51.4 kW  Consumo: 47.0 kW  Saldo: +4.4 kW
208,8,-24.761443669702174,0.3341895499811196,289.06469487406713,0.7500000000000002,0.2483491385345501,49.54,9.54,0.0,40.0,47.0,2.54,83.74,4.21,0.2324,HIGH,,Geração: 49.5 kW  Consumo: 47.0 kW  Saldo: +2.5 kW
209,8,-24.303128299638722,0.5476585668540201,304.1343642704585,0.6294095225512603,0.23872287547398977,48.42,8.42,0.0,40.0,47.0,1.42,83.88,3.7,0.192,HIGH,,Geração: 48.4 kW  Consumo: 47.0 kW  Saldo: +1.4 kW
210,8,-23.82404031291175,0.8417901697757477,287.13240714541496,0.5,0.23849416196876116,46.32,6.32,0.0,40.0,47.0,-0.68,83.82,3.5,0.1742,HIGH,,Operação nominal
211,8,-23.366564511271644,0.9250627745746123,288.27842237992695,0.3705904774487398,0.2503155206043172,44.7,4.7,0.0,40.0,47.0,-2.3,83.59,3.03,0.1461,HIGH,,Operação nominal
212,8,-23.436287822036633,1.689612093923678,289.69222891532553,0.2499999999999999,0.26926040093173514,43.19,3.19,0.0,40.0,47.0,-3.81,83.2,2.35,0.1093,HIGH,,Operação nominal
213,8,-23.708436260720738,1.5177054555993759,307.05374751198826,0.14644660940672627,0.2782322459095534,41.98,1.98,0.0,40.0,47.0,-5.02,82.7,1.47,0.0651,HIGH,ColdFront,Operação nominal
214,8,-33.912417640479646,1.1709389349966097,191.43352135129,0.06698729810778076,0.28927745973354885,40.56,0.56,0.0,40.0,47.0,-6.44,82.06,0.41,0.0131,HIGH,ColdFront,Operação nominal
215,8,-34.40040244745465,2.019654271431415,181.788973708743,0.017037086855465844,0.28187458470793564,40.14,0.14,0.0,40.0,47.0,-6.86,81.37,-0.18,-0.0062,NOMINAL,ColdFront,Operação nominal
216,9,-34.34367866348637,2.1357413568293024,180.3132211614942,0.0,0.2805410506941801,40.0,0.0,0.0,40.0,47.0,-7.0,80.67,-0.82,-0.0278,NOMINAL,ColdFront,Operação nominal
217,9,-33.88907903023613,2.580934293623935,177.44117661929874,0.0170370868554659,0.2913943292584482,40.13,0.13,0.0,40.0,47.0,-6.87,79.99,-1.46,-0.0494,NOMINAL,ColdFront,Operação nominal
218,9,-34.13173847748957,3.162704843964745,180.65682434215967,0.06698729810778065,0.30395579583588583,41.19,1.06,0.13,40.0,49.0,-7.81,79.2,-2.07,-0.0695,NOMINAL,ColdFront,Operação nominal
219,9,-33.67575254505141,3.916697460627357,173.9949941815626,0.14644660940672627,0.28494191874591407,42.48,2.24,0.24,40.0,49.0,-6.52,78.55,-2.71,-0.0901,NOMINAL,ColdFront,Operação nominal
220,9,-33.454999434846115,4.5044723166662,162.06546061264237,0.2499999999999999,0.2820327912227036,43.93,3.57,0.37,40.0,49.0,-5.07,78.05,-3.2,-0.1047,NOMINAL,ColdFront,Operação nominal
221,9,-33.90970998303437,4.154038042001129,157.03142397941883,0.3705904774487397,0.2671970218942892,45.41,5.12,0.29,40.0,44.0,1.41,78.19,-3.5,-0.1119,NOMINAL,ColdFront,Geração: 45.4 kW  Consumo: 44.0 kW  Saldo: +1.4 kW
222,9,-34.35408402649186,4.186322522310729,157.1434254920972,0.5,0.27671023147442614,47.21,6.91,0.29,40.0,44.0,3.21,78.51,-3.18,-0.0981,NOMINAL,ColdFront,Geração: 47.2 kW  Consumo: 44.0 kW  Saldo: +3.2 kW
223,9,-34.45715428429294,4.5529341539508605,145.98760634185743,0.6294095225512605,0.25872230574863364,48.46,8.09,0.38,40.0,44.0,4.46,78.95,-2.86,-0.0886,NOMINAL,ColdFront,Geração: 48.5 kW  Consumo: 44.0 kW  Saldo: +4.5 kW
224,9,-34.37721089265503,5.1482527584009015,138.4883422984245,0.75,0.2647314737118306,49.69,9.14,0.55,40.0,44.0,5.69,79.52,-2.36,-0.071,NOMINAL,ColdFront,Geração: 49.7 kW  Consumo: 44.0 kW  Saldo: +5.7 kW
225,9,-34.73533761184338,5.593940010714425,131.83800900847595,0.8535533905932737,0.24641379686694606,50.6,9.9,0.7,40.0,44.0,6.6,80.18,-1.69,-0.0464,NOMINAL,ColdFront,Geração: 50.6 kW  Consumo: 44.0 kW  Saldo: +6.6 kW
226,9,-34.90029460619767,4.981242295217523,135.7497421679285,0.9330127018922194,0.2534021571483134,51.64,11.15,0.49,40.0,44.0,7.64,80.95,-0.91,-0.0172,NOMINAL,ColdFront,Geração: 51.6 kW  Consumo: 44.0 kW  Saldo: +7.6 kW
227,9,-35.136986379968036,4.312519003403569,133.85841517961714,0.9829629131445341,0.27122121851136827,51.9,11.58,0.32,40.0,44.0,7.9,81.74,-0.03,0.0157,NOMINAL,ColdFront,Geração: 51.9 kW  Consumo: 44.0 kW  Saldo: +7.9 kW
228,9,-35.31814165348522,4.7913868872018766,129.57218733457555,1.0,0.2652189553831214,51.84,11.4,0.44,40.0,62.0,-10.16,80.72,0.89,0.0507,HIGH,ColdFront,Operação nominal
229,9,-35.09635678348015,4.30248772605051,131.28229304744363,0.9829629131445341,0.28220453772603826,51.67,11.36,0.32,40.0,62.0,-10.33,79.69,0.3,0.0393,HIGH,ColdFront,Operação nominal
230,9,-35.39342209373761,3.9542564334533754,124.46486791813973,0.9330127018922192,0.2973517319700224,50.47,10.22,0.25,40.0,62.0,-11.53,78.53,-0.31,0.0266,NOMINAL,ColdFront,Operação nominal
231,9,-35.32289162095151,3.429436952084745,120.06749111581209,0.8535533905932737,0.31134647070811655,49.18,9.02,0.16,40.0,62.0,-12.82,77.25,-1.02,0.01,NOMINAL,ColdFront,Operação nominal
232,9,-35.02217406133116,4.381602854711664,121.58786544762388,0.7500000000000002,0.32936876359971584,48.36,8.02,0.34,40.0,62.0,-13.64,75.89,-1.82,-0.0101,NOMINAL,ColdFront,Operação nominal
233,9,-35.198160033678995,3.629633051659051,114.96289108979833,0.6294095225512603,0.3240788067393455,46.56,6.37,0.19,40.0,67.0,-20.44,73.84,-2.72,-0.0346,NOMINAL,ColdFront,Operação nominal
234,9,-35.32493852574554,2.9199628129355997,119.23475619940191,0.5,0.328818484033113,45.25,5.25,0.0,40.0,67.0,-21.75,71.67,-4.2,-0.078,NOMINAL,,Operação nominal
235,9,-24.96569147250408,3.5521029754362745,202.12730713303048,0.3705904774487398,0.3271224329348516,46.77,6.59,0.18,40.0,67.0,-20.23,69.65,-5.81,-0.1266,NOMINAL,,Operação nominal
236,9,-25.00130450150998,3.3211257467949005,187.43360146468518,0.2499999999999999,0.31860834920305975,44.27,4.12,0.15,40.0,67.0,-22.73,67.37,-7.28,-0.1719,NOMINAL,,Operação nominal
237,9,-24.76845618290049,3.4693376910338314,185.99587747496835,0.14644660940672627,0.33248879175734936,42.56,2.4,0.17,40.0,67.0,-24.44,64.93,-8.97,-0.225,NOMINAL,,Operação nominal
238,9,-25.147135565342293,2.5100282820857083,179.89169488259023,0.06698729810778076,0.3359320086827438,41.06,1.06,0.0,40.0,67.0,-25.94,62.34,-10.8,-0.2836,NOMINAL,,Operação nominal
239,9,-25.20850832907978,1.6311019742494475,168.99947723048945,0.017037086855465844,0.3299658870557032,40.25,0.25,0.0,40.0,67.0,-26.75,59.66,-12.75,-0.3464,NOMINAL,ColdFront,Operação nominal
240,10,-35.39926564658464,1.8530051281595816,101.55005905982799,0.0,0.33282981350716556,40.0,0.0,0.0,40.0,67.0,-27.0,56.96,-14.73,-0.4105,NOMINAL,ColdFront,Operação nominal
241,10,-34.94259111933394,1.8804474269037978,102.14288749022678,0.0170370868554659,0.33767246582874305,40.15,0.15,0.0,40.0,67.0,-26.85,54.28,-16.7,-0.4736,NOMINAL,ColdFront,Operação nominal
242,10,-34.964973812457444,2.711959557333161,100.29144536693809,0.06698729810778065,0.35658956435900974,40.59,0.59,0.0,40.0,67.0,-26.41,51.63,-18.59,-0.5337,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
243,10,-34.587645311644515,2.8918977020226686,97.90943040336067,0.14644660940672627,0.3378711396820438,41.26,1.26,0.0,40.0,44.0,-2.74,51.36,-20.36,-0.5889,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
244,10,-34.46441513836085,3.5232381898130196,100.76675000872626,0.2499999999999999,0.35363404695847295,42.39,2.22,0.17,40.0,44.0,-1.61,51.2,-20.06,-0.579,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
245,10,-34.05046227228581,3.3589415406201923,96.46595385642293,0.3705904774487397,0.34170214634026413,43.3,3.15,0.15,40.0,44.0,-0.7,51.13,-19.63,-0.5633,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
246,10,-34.5004178566623,3.1438123571568677,103.39149878882772,0.5,0.323194820723191,44.67,4.55,0.12,40.0,44.0,0.67,51.2,-19.05,-0.5411,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
247,10,-34.420669550846625,3.1675806420833093,113.18873156102293,0.6294095225512605,0.3291373866873762,46.4,6.27,0.13,40.0,44.0,2.4,51.44,-18.28,-0.511,LOW,ColdFront,ALERTA: reduzir consumo — tendência negativa detectada
248,10,-33.96015093841038,3.0481569579616394,114.31246205225007,0.75,0.3282676092152632,47.66,7.54,0.11,40.0,24.0,23.66,53.8,-17.29,-0.4717,NOMINAL,ColdFront,Geração: 47.7 kW  Consumo: 24.0 kW  Saldo: +23.7 kW
249,10,-33.64367719040165,3.6376319571029683,123.28719462272663,0.8535533905932737,0.33190139592627427,49.45,9.26,0.19,40.0,29.0,20.45,55.85,-14.47,-0.3739,NOMINAL,ColdFront,Geração: 49.5 kW  Consumo: 29.0 kW  Saldo: +20.5 kW
250,10,-33.83730938653484,3.185467866026019,134.7894087005388,0.9330127018922194,0.34920077574905406,51.2,11.07,0.13,40.0,29.0,22.2,58.07,-11.89,-0.2824,NOMINAL,ColdFront,Geração: 51.2 kW  Consumo: 29.0 kW  Saldo: +22.2 kW
251,10,-33.806365560680966,4.138295553223709,126.67564340454066,0.9829629131445341,0.35771795974267906,51.24,10.96,0.28,40.0,29.0,22.24,60.29,-9.13,-0.1834,NOMINAL,ColdFront,Geração: 51.2 kW  Consumo: 29.0 kW  Saldo: +22.2 kW
252,10,-34.2771999819717,3.249019574380367,130.01480140402674,1.0,0.374563724798636,51.58,11.44,0.14,40.0,29.0,22.58,62.55,-6.36,-0.0827,NOMINAL,ColdFront,Geração: 51.6 kW  Consumo: 29.0 kW  Saldo: +22.6 kW
